index,video_id,date_published,date_published_millis,year,month,day,duration,tags,title,views,Count,originalSentence,start,verse,valid,book,testament,bookIndex,chapterNum,verseNum,chapterStr,verseStr
398,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,3.76,,Mountain Moving Faith!,47,1,this thing to be moved i use the mark 11,2857.76,Mark 11,True,Mark,NEW,40,11,0,11,0
399,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,5.36,,Mountain Moving Faith!,47,1,i believe in psalms 91 the angels of the,3344.88,Psalms 91,True,Psalms,OLD,18,91,0,91,0
400,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,5.359,,Mountain Moving Faith!,47,1,lord come on we believe in psalms 91,3347.2,Psalms 91,True,Psalms,OLD,18,91,0,91,0
401,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,4.961,,Mountain Moving Faith!,47,1,bible says this in uh john chapter 6 33,3616.559,John 6,True,John,NEW,42,6,0,6,0
402,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,5.199,,Mountain Moving Faith!,47,1,us to remember this month first john 5 4,3648.64,1 John 5:4,True,1 John,NEW,61,0,0,0,0
403,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,3.361,,Mountain Moving Faith!,47,1,to show you mark chapter 11 we're,3789.039,Mark 11,True,Mark,NEW,40,11,0,11,0
404,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,2.881,,Mountain Moving Faith!,47,1,write this down hebrews chapter 4 verse,4480.239,Hebrews 4,True,Hebrews,NEW,57,4,0,4,0
405,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,4.48,,Mountain Moving Faith!,47,1,hebrews 4 2 the bible says for indeed,4483.12,Hebrews 4:2,True,Hebrews,NEW,57,4,2,4,2
406,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,3.12,,Mountain Moving Faith!,47,1,zechariah chapter 4 verse 7. we talked,4550.96,Zechariah 4:7,True,Zechariah,OLD,37,4,7,4,7
407,I5mzno11UOA,2021-08-13,1628827200000,2021,8,13,4.641,,Mountain Moving Faith!,47,1,he was given mark 11 23-24,5254.159,Mark 11,True,Mark,NEW,40,11,0,11,0
408,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,4.32,,Radical Christianity,34,1,acts chapter eight acts chapter eight is,28.32,Acts 8,True,Acts,NEW,43,8,0,8,0
409,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,3.439,,Radical Christianity,34,1,acts chapter eight verse four,32.64,Acts 8:4,True,Acts,NEW,43,8,4,8,4
410,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,4.64,,Radical Christianity,34,1,the bible says in acts chapter 8 verse 4,80.0,Acts 8:4,True,Acts,NEW,43,8,4,8,4
411,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,4.041,,Radical Christianity,34,1,and matthew chapter 5 verse 13. i want,1050.559,Matthew 5:13,True,Matthew,NEW,39,5,13,5,13
412,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,6.48,,Radical Christianity,34,1,you to write this down matthew 5,1052.48,Matthew 5,True,Matthew,NEW,39,5,0,5,0
413,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,3.201,,Radical Christianity,34,1,acts chapter eight we're going back to,2075.119,Acts 8,True,Acts,NEW,43,8,0,8,0
414,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,3.439,,Radical Christianity,34,1,in acts chapter eight we're going back,2223.68,Acts 8,True,Acts,NEW,43,8,0,8,0
415,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,4.48,,Radical Christianity,34,1,this in your spirit second timothy 3,2264.0,2 Timothy 3,True,2 Timothy,NEW,54,0,0,0,0
416,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,3.28,,Radical Christianity,34,1,12 write that down second timothy 3 12.,2265.68,2 Timothy 3:12,True,2 Timothy,NEW,54,0,0,0,0
417,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,3.6,,Radical Christianity,34,1,persecution in a moment too john 15 18,2437.28,John 15:18,True,John,NEW,42,15,18,15,18
418,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,3.76,,Radical Christianity,34,1,but it's a good thing uh mark chapter 10,2532.64,Mark 10,True,Mark,NEW,40,10,0,10,0
419,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,5.84,,Radical Christianity,34,1,verse 5 uh in acts chapter 8 verse 5,2822.56,Acts 8:5,True,Acts,NEW,43,8,5,8,5
420,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,4.8,,Radical Christianity,34,1,gospel romans 1 16. i love it,2924.24,Romans 1:16,True,Romans,NEW,44,1,16,1,16
421,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,4.16,,Radical Christianity,34,1,acts chapter 4 verse 19 but peter and,3171.28,Acts 4:19,True,Acts,NEW,43,4,19,4,19
422,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,4.641,,Radical Christianity,34,1,evangelist until like acts 21,3282.319,Acts 21,True,Acts,NEW,43,21,0,21,0
423,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,4.559,,Radical Christianity,34,1,matthew 6 33,3575.04,Matthew 6:33,True,Matthew,NEW,39,6,33,6,33
424,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,3.76,,Radical Christianity,34,1,are the book of psalms 92 it talks about,3622.0,Psalms 92,True,Psalms,OLD,18,92,0,92,0
425,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,6.159,,Radical Christianity,34,1,say it again i'm planted psalms uh 122,3714.16,Psalms 122,True,Psalms,OLD,18,122,0,122,0
426,z79iQWxHV-A,2021-07-16,1626408000000,2021,7,16,4.32,,Radical Christianity,34,1,and then acts chapter 5 42 it says in,3723.44,Acts 5,True,Acts,NEW,43,5,0,5,0
427,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,3.681,,21 Days of Fasting and Prayer - Day 5,47,1,luke chapter four verses one through two,686.079,Luke 4:1-2,True,Luke,NEW,41,4,1,4,1
427,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,3.681,,21 Days of Fasting and Prayer - Day 5,47,1,luke chapter four verses one through two,686.079,Luke 4:1-2,True,Luke,NEW,41,4,1,4,1
429,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,3.521,,21 Days of Fasting and Prayer - Day 5,47,1,matthew 26,803.839,Matthew 26,True,Matthew,NEW,39,26,0,26,0
430,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,5.2,,21 Days of Fasting and Prayer - Day 5,47,1,passage matthew 17,898.48,Matthew 17,True,Matthew,NEW,39,17,0,17,0
431,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,3.681,,21 Days of Fasting and Prayer - Day 5,47,1,joel chapter 1,983.759,Joel 1,True,Joel,OLD,28,1,0,1,0
432,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,4.08,,21 Days of Fasting and Prayer - Day 5,47,1,in exodus chapter three and i don't,1057.12,Exodus 3,True,Exodus,OLD,1,3,0,3,0
433,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,4.64,,21 Days of Fasting and Prayer - Day 5,47,1,other scriptures joel chapter 1,1261.84,Joel 1,True,Joel,OLD,28,1,0,1,0
434,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,7.04,,21 Days of Fasting and Prayer - Day 5,47,1,this in in jonah chapter 3,1283.84,Jonah 3,True,Jonah,OLD,31,3,0,3,0
435,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,2.719,,21 Days of Fasting and Prayer - Day 5,47,1,faith if you look at luke chapter 5,1381.2,Luke 5,True,Luke,NEW,41,5,0,5,0
436,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,6.0,,21 Days of Fasting and Prayer - Day 5,47,1,in second chronicles 20 verses 3,1405.84,2 Chronicles 20,True,2 Chronicles,OLD,13,0,0,0,0
437,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,5.439,,21 Days of Fasting and Prayer - Day 5,47,1,acts chapter 16 25-26,1494.48,Acts 16,True,Acts,NEW,43,16,0,16,0
438,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,5.12,,21 Days of Fasting and Prayer - Day 5,47,1,another but acts chapter 13,1557.76,Acts 13,True,Acts,NEW,43,13,0,13,0
439,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,5.361,,21 Days of Fasting and Prayer - Day 5,47,1,again acts chapter 3 13 verses 2 then,1705.279,Acts 3,True,Acts,NEW,43,3,0,3,0
440,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,4.56,,21 Days of Fasting and Prayer - Day 5,47,1,in the book of judges 20 26 then all the,1710.64,Judges 20:26,True,Judges,OLD,6,20,26,20,26
441,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,4.959,,21 Days of Fasting and Prayer - Day 5,47,1,bible says in matthew 6,1764.96,Matthew 6,True,Matthew,NEW,39,6,0,6,0
442,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,4.72,,21 Days of Fasting and Prayer - Day 5,47,1,hebrews chapter 11 verse 6 that he's a,1797.52,Hebrews 11:6,True,Hebrews,NEW,57,11,6,11,6
443,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,3.6,,21 Days of Fasting and Prayer - Day 5,47,1,in psalms 34 10 the young lions do lack,1805.36,Psalms 34:10,True,Psalms,OLD,18,34,10,34,10
444,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,4.56,,21 Days of Fasting and Prayer - Day 5,47,1,hebrews chapter 4 15-16,1889.2,Hebrews 4,True,Hebrews,NEW,57,4,0,4,0
445,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,5.44,,21 Days of Fasting and Prayer - Day 5,47,1,first corinthians 9 24-27 he says i,2082.8,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
446,JpyksMB5eb0,2021-01-06,1609909200000,2021,1,6,6.56,,21 Days of Fasting and Prayer - Day 5,47,1,let me end with this matthew 26 40,2262.24,Matthew 26:40,True,Matthew,NEW,39,26,40,26,40
447,rbXfCIfXqZE,2020-07-01,1593576000000,2020,7,1,4.891,,Jesus,97,1,says in 1st Corinthians 9 he said I have,47.129,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
448,gpqUkW_I7F0,2021-09-08,1631073600000,2021,9,8,4.32,,Tuesday Night Fasting & Prayer,83,1,the bible says in daniel chapter 10 uh,427.599,Daniel 10,True,Daniel,OLD,26,10,0,10,0
449,gpqUkW_I7F0,2021-09-08,1631073600000,2021,9,8,4.56,,Tuesday Night Fasting & Prayer,83,1,the bible says in isaiah 58 verse 8 just,483.12,Isaiah 58:8,True,Isaiah,OLD,22,58,8,58,8
450,gpqUkW_I7F0,2021-09-08,1631073600000,2021,9,8,4.96,,Tuesday Night Fasting & Prayer,83,1,your rear guard and then again isaiah 58,499.44,Isaiah 58,True,Isaiah,OLD,22,58,0,58,0
451,gpqUkW_I7F0,2021-09-08,1631073600000,2021,9,8,3.2,,Tuesday Night Fasting & Prayer,83,1,isaiah chapter 2 verse 2 it says this,1146.16,Isaiah 2:2,True,Isaiah,OLD,22,2,2,2,2
452,gpqUkW_I7F0,2021-09-08,1631073600000,2021,9,8,4.559,,Tuesday Night Fasting & Prayer,83,1,go out and hit it so luke chapter 14,1697.36,Luke 14,True,Luke,NEW,41,14,0,14,0
453,gpqUkW_I7F0,2021-09-08,1631073600000,2021,9,8,6.8,,Tuesday Night Fasting & Prayer,83,1,quoted the scripture wow matthew 9 37-38,2302.0,Matthew 9,True,Matthew,NEW,39,9,0,9,0
454,gpqUkW_I7F0,2021-09-08,1631073600000,2021,9,8,4.161,,Tuesday Night Fasting & Prayer,83,1,read it proverbs 29 verses 2 it says,2774.319,Proverbs 29,True,Proverbs,OLD,19,29,0,29,0
455,gpqUkW_I7F0,2021-09-08,1631073600000,2021,9,8,4.88,,Tuesday Night Fasting & Prayer,83,1,says in hebrews chapter 12 26 the bible,2813.68,Hebrews 12,True,Hebrews,NEW,57,12,0,12,0
456,gpqUkW_I7F0,2021-09-08,1631073600000,2021,9,8,4.4,,Tuesday Night Fasting & Prayer,83,1,and uh mark chapter 10 verse nine let's,4207.92,Mark 10:9,True,Mark,NEW,40,10,9,10,9
457,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,4.96,,Sunday Morning Service - Storming The Gates Of Hell,167,1,matthew 16 in the esv verse one the,1613.44,Matthew 16:1,True,Matthew,NEW,39,16,1,16,1
458,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,3.601,,Sunday Morning Service - Storming The Gates Of Hell,167,1,and others say jeremiah in one of the,1721.039,Jeremiah 1,True,Jeremiah,OLD,23,1,0,1,0
459,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,4.24,,Sunday Morning Service - Storming The Gates Of Hell,167,1,things but you know first corinthians 15,2433.839,1 Corinthians 15,True,1 Corinthians,NEW,45,0,0,0,0
460,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,5.28,,Sunday Morning Service - Storming The Gates Of Hell,167,1,then in romans 8 31 says what shall we,2454.319,Romans 8:31,True,Romans,NEW,44,8,31,8,31
461,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,3.6,,Sunday Morning Service - Storming The Gates Of Hell,167,1,of things uh on on matthew 16 really,2658.64,Matthew 16,True,Matthew,NEW,39,16,0,16,0
462,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,2.639,,Sunday Morning Service - Storming The Gates Of Hell,167,1,matthew 16 that we're living in the last,2664.48,Matthew 16,True,Matthew,NEW,39,16,0,16,0
463,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,4.56,,Sunday Morning Service - Storming The Gates Of Hell,167,1,this matthew 16,2684.4,Matthew 16,True,Matthew,NEW,39,16,0,16,0
464,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,2.88,,Sunday Morning Service - Storming The Gates Of Hell,167,1,second timothy three,2926.16,2 Timothy 3,True,2 Timothy,NEW,54,0,0,0,0
465,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,3.2,,Sunday Morning Service - Storming The Gates Of Hell,167,1,second timothy three one through five it,2932.0,2 Timothy 3:1,True,2 Timothy,NEW,54,0,0,0,0
466,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,4.72,,Sunday Morning Service - Storming The Gates Of Hell,167,1,isaiah chapter 5 verse 20,2969.2,Isaiah 5:20,True,Isaiah,OLD,22,5,20,5,20
467,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,3.2,,Sunday Morning Service - Storming The Gates Of Hell,167,1,isaiah 5 20. it says woe to them that,2971.359,Isaiah 5:20,True,Isaiah,OLD,22,5,20,5,20
468,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,4.16,,Sunday Morning Service - Storming The Gates Of Hell,167,1,then the bible says in matthew 24 24 for,3290.88,Matthew 24:24,True,Matthew,NEW,39,24,24,24,24
469,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,2.48,,Sunday Morning Service - Storming The Gates Of Hell,167,1,matthew 16 13 and i want to read this to,3411.44,Matthew 16:13,True,Matthew,NEW,39,16,13,16,13
470,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,5.679,,Sunday Morning Service - Storming The Gates Of Hell,167,1,just write this down genesis 22 verse 17,3604.88,Genesis 22:17,True,Genesis,OLD,0,22,17,22,17
471,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,4.879,,Sunday Morning Service - Storming The Gates Of Hell,167,1,genesis 22 17 he says this to abraham,3607.44,Genesis 22:17,True,Genesis,OLD,0,22,17,22,17
472,2Zd5xzunysU,2020-11-15,1605416400000,2020,11,15,2.96,,Sunday Morning Service - Storming The Gates Of Hell,167,1,was preaching on mark 11,3753.599,Mark 11,True,Mark,NEW,40,11,0,11,0
473,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.08,,Insights To Divine Healing,70,1,18 luke chapter 18 and i want to talk,1000.24,Luke 18,True,Luke,NEW,41,18,0,18,0
474,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.159,,Insights To Divine Healing,70,1,luke chapter eighteen verse one one day,1058.64,Luke 18:1,True,Luke,NEW,41,18,1,18,1
475,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,6.88,,Insights To Divine Healing,70,1,joshua chapter one very familiar verse,1299.12,Joshua 1,True,Joshua,OLD,5,1,0,1,0
476,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.64,,Insights To Divine Healing,70,1,joshua chapter one verse two moses my,1315.6,Joshua 1:2,True,Joshua,OLD,5,1,2,1,2
477,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,3.199,,Insights To Divine Healing,70,1,ephesians chapter 3,1719.36,Ephesians 3,True,Ephesians,NEW,48,3,0,3,0
478,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,7.12,,Insights To Divine Healing,70,1,ephesians chapter 3 this is paul praying,1723.039,Ephesians 3,True,Ephesians,NEW,48,3,0,3,0
479,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,5.361,,Insights To Divine Healing,70,1,ephesians chapter 3,1736.399,Ephesians 3,True,Ephesians,NEW,48,3,0,3,0
480,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.401,,Insights To Divine Healing,70,1,luke chapter 18 joshua chapter 1 and now,1792.799,Luke 18,True,Luke,NEW,41,18,0,18,0
481,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,2.399,,Insights To Divine Healing,70,1,we're getting into ephesians chapter 3,1795.76,Ephesians 3,True,Ephesians,NEW,48,3,0,3,0
482,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,7.201,,Insights To Divine Healing,70,1,going romans chapter 4. let's keep going,1803.039,Romans 4,True,Romans,NEW,44,4,0,4,0
483,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,2.72,,Insights To Divine Healing,70,1,romans chapter four we know this verse,1839.36,Romans 4,True,Romans,NEW,44,4,0,4,0
484,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.079,,Insights To Divine Healing,70,1,we are in romans chapter 4 tonight and,1869.6,Romans 4,True,Romans,NEW,44,4,0,4,0
485,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.32,,Insights To Divine Healing,70,1,and uh romans chapter 4 uh verses 13.,1876.0,Romans 4,True,Romans,NEW,44,4,0,4,0
486,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.64,,Insights To Divine Healing,70,1,to quote psalms 91,2206.8,Psalms 91,True,Psalms,OLD,18,91,0,91,0
487,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,5.039,,Insights To Divine Healing,70,1,we have to respond to psalms 91 no,2208.32,Psalms 91,True,Psalms,OLD,18,91,0,91,0
488,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,8.08,,Insights To Divine Healing,70,1,it says this exodus chapter 14,2858.4,Exodus 14,True,Exodus,OLD,1,14,0,14,0
489,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.801,,Insights To Divine Healing,70,1,back to romans chapter four,2967.119,Romans 4,True,Romans,NEW,44,4,0,4,0
490,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,3.92,,Insights To Divine Healing,70,1,okay next verse exodus chapter 14 verse,2975.76,Exodus 14,True,Exodus,OLD,1,14,0,14,0
491,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.72,,Insights To Divine Healing,70,1,going back to luke 18 what did he say,3172.0,Luke 18,True,Luke,NEW,41,18,0,18,0
492,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,6.32,,Insights To Divine Healing,70,1,in exodus 14.,3460.4,Exodus 14,True,Exodus,OLD,1,14,0,14,0
493,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,3.361,,Insights To Divine Healing,70,1,first corinthians chapter 10 and we'll,3806.079,1 Corinthians 10,True,1 Corinthians,NEW,45,0,0,0,0
494,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,6.879,,Insights To Divine Healing,70,1,first corinthians chapter nine and uh,3835.92,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
495,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,3.441,,Insights To Divine Healing,70,1,we went into luke 18 we went in joshua,3848.079,Luke 18,True,Luke,NEW,41,18,0,18,0
496,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,5.92,,Insights To Divine Healing,70,1,we went into romans 4 we went into,3851.52,Romans 4,True,Romans,NEW,44,4,0,4,0
497,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.0,,Insights To Divine Healing,70,1,ephesians chapter 3 verse 16 and now,3854.96,Ephesians 3:16,True,Ephesians,NEW,48,3,16,3,16
498,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,6.32,,Insights To Divine Healing,70,1,first corinthians 9 24.,3858.96,1 Corinthians 9:24,True,1 Corinthians,NEW,45,0,0,0,0
499,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.081,,Insights To Divine Healing,70,1,first corinthians 9,4045.839,1 Corinthians 9,True,1 Corinthians,NEW,45,0,0,0,0
500,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.241,,Insights To Divine Healing,70,1,that's what psalms 91 you know the the,4130.239,Psalms 91,True,Psalms,OLD,18,91,0,91,0
501,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,5.599,,Insights To Divine Healing,70,1,jude 1 20 beloved building yourselves up,4457.6,Jude 1:20,True,Jude,NEW,64,1,20,1,20
502,6lHsnqiwQ3I,2021-06-03,1622692800000,2021,6,3,4.721,,Insights To Divine Healing,70,1,according to mark 9 you said all things,4850.239,Mark 9,True,Mark,NEW,40,9,0,9,0
503,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.081,,Moving With Urgency,183,1,us thank you we're in psalms 91 come on,1892.799,Psalms 91,True,Psalms,OLD,18,91,0,91,0
504,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,2.959,,Moving With Urgency,183,1,book of acts one key thing that has,2230.16,Acts 1,True,Acts,NEW,43,1,0,1,0
505,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.64,,Moving With Urgency,183,1,we thank you from matthew 6 33 you said,2560.0,Matthew 6:33,True,Matthew,NEW,39,6,33,6,33
506,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.8,,Moving With Urgency,183,1,your bible psalms 103,3186.0,Psalms 103,True,Psalms,OLD,18,103,0,103,0
507,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,3.6,,Moving With Urgency,183,1,psalms 103 very powerful verse right,3188.8,Psalms 103,True,Psalms,OLD,18,103,0,103,0
508,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.961,,Moving With Urgency,183,1,you this in a moment psalms 103 verse 1,3233.839,Psalms 103:1,True,Psalms,OLD,18,103,1,103,1
509,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,3.12,,Moving With Urgency,183,1,malachi chapter 3 very powerful verse,3545.52,Malachi 3,True,Malachi,OLD,38,3,0,3,0
510,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.24,,Moving With Urgency,183,1,bible in philippians the fourth chapter,4448.08,Philippians 4,True,Philippians,NEW,49,4,0,4,0
511,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,3.52,,Moving With Urgency,183,1,first thessalonians chapter five and,4751.76,1 Thessalonians 5,True,1 Thessalonians,NEW,51,0,0,0,0
512,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,3.92,,Moving With Urgency,183,1,matthew 25 about the wise and the,4809.92,Matthew 25,True,Matthew,NEW,39,25,0,25,0
513,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.721,,Moving With Urgency,183,1,john chapter 1,5355.199,John 1,True,John,NEW,42,1,0,1,0
514,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,5.201,,Moving With Urgency,183,1,john chapter i'm sorry john chapter 9,5357.199,John 9,True,John,NEW,42,9,0,9,0
515,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.4,,Moving With Urgency,183,1,1-5 john chapter 1,5359.92,John 1,True,John,NEW,42,1,0,1,0
516,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,3.68,,Moving With Urgency,183,1,uh john chapter nine i'm sorry one,5362.4,John 9,True,John,NEW,42,9,0,9,0
517,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,5.52,,Moving With Urgency,183,1,and kick back john chapter nine one,5370.96,John 9,True,John,NEW,42,9,0,9,0
518,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.0,,Moving With Urgency,183,1,are sleeping and look at matthew 25 if,5717.28,Matthew 25,True,Matthew,NEW,39,25,0,25,0
519,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.0,,Moving With Urgency,183,1,are in matthew 25 it was concerning the,5723.199,Matthew 25,True,Matthew,NEW,39,25,0,25,0
520,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.881,,Moving With Urgency,183,1,matthew 25 the sheeps and the goats,5727.199,Matthew 25,True,Matthew,NEW,39,25,0,25,0
521,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.879,,Moving With Urgency,183,1,matthew 7 what did he say i prophesied,5729.28,Matthew 7,True,Matthew,NEW,39,7,0,7,0
522,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,3.52,,Moving With Urgency,183,1,right hebrews chapter 12. they can't get,6223.52,Hebrews 12,True,Hebrews,NEW,57,12,0,12,0
523,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,3.44,,Moving With Urgency,183,1,you know you know romans chapter one,7012.48,Romans 1,True,Romans,NEW,44,1,0,1,0
524,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,5.281,,Moving With Urgency,183,1,says in matthew 24 32,7104.719,Matthew 24:32,True,Matthew,NEW,39,24,32,24,32
525,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.881,,Moving With Urgency,183,1,matthew 24 32 look at this and 39 this,7107.119,Matthew 24:32,True,Matthew,NEW,39,24,32,24,32
526,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,5.199,,Moving With Urgency,183,1,matthew 24 38 and those days before the,7506.0,Matthew 24:38,True,Matthew,NEW,39,24,38,24,38
527,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,3.519,,Moving With Urgency,183,1,heard this second timothy chapter one,8376.08,2 Timothy 1,True,2 Timothy,NEW,54,0,0,0,0
528,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.32,,Moving With Urgency,183,1,john chapter 4 32 says jesus replied i,9138.64,John 4,True,John,NEW,42,4,0,4,0
529,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.56,,Moving With Urgency,183,1,nothing about john 4 33,9142.96,John 4:33,True,John,NEW,42,4,33,4,33
530,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.08,,Moving With Urgency,183,1,second timothy chapter four says as my,9396.8,2 Timothy 4,True,2 Timothy,NEW,54,0,0,0,0
531,5soQGAMa5p4,2021-11-07,1636257600000,2021,11,7,4.4,,Moving With Urgency,183,1,and then matthew 8 verse 18 jesus said,9540.16,Matthew 8:18,True,Matthew,NEW,39,8,18,8,18
